age_of_driver,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,past_num_of_claims,witness_present_ind,liab_prct,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_price,vehicle_weight,age_is_outlier,is_young_driver,is_senior_driver,safety_risk_score,low_safety_flag,is_low_income,is_high_income,log_annual_income,is_repeat_claimer,is_serial_claimer,is_extreme_claimer,log_past_claims,witness_absent,witness_unknown,no_verification,full_liability_flag,zero_liability_flag,extreme_liability_flag,no_police_report,zero_payout_claim,log_claim_payout,high_payout_flag,extreme_payout_flag,accident_parking,accident_highway,accident_local,log_vehicle_price,log_vehicle_weight,price_per_weight,residual_value_ratio,estimated_residual_value,payout_to_residual_ratio,over_value_claim_flag,payout_to_price_ratio,high_payout_ratio_flag,old_vehicle_flag,old_vehicle_high_claim,new_vehicle_flag,new_vehicle_high_claim,veh_size_Large,veh_size_Medium,veh_size_nan,vehicle_to_income_ratio,overpriced_vehicle_flag,payout_to_income_ratio,low_income_overpriced_vehicle,low_income_high_claim,no_witness_no_report,repeat_no_witness,living_status_rent,unstable_lifestyle,expensive_vehicle_flag,young_expensive_vehicle,channel_broker,channel_online,broker_no_report,unsafe_full_liability,income_safety_interaction,claim_month,claim_year,claim_quarter,claim_day,is_weekend_claim,is_monday_claim,day_of_week_num,day_of_week_sin,day_of_week_cos,month_sin,month_cos,is_month_end_claim,is_year_end_claim,is_winter_claim,is_summer_claim,weekend_no_witness,zip_fraud_rate_oof,is_high_risk_zip_oof,composite_risk_score,risk_grade,fraud
54,1.0,91,93217,1,0,0,1,1,0,721.01,1,31548.800827548854,8464.265795000001,0,0,0,9,0,0,0,11.442696115073106,0,0,0,0.0,0,0,0,0,0,0,1,0,6.582038989212423,0,0,0,0,1,10.359322555034975,9.043726693365487,3.727293257078248,1.0,31548.800827548854,0.02285380049524894,0,0.02285380049524894,0,0,0,1,0,0,0,0,0.3384447131661651,0,0.007734747953616458,0,0,0,0,0,0,0,0,1,0,1,0,838953,9,2016,3,13,0,0,1,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,0,0,0,0,0,0.2460981912144703,1,3,1,0.0
59,0.0,74,65121,0,1,0,0,1,1,798.31,9,40519.27505867818,15876.53091,0,0,0,26,0,0,0,11.084017712735514,0,0,0,0.0,1,0,1,0,0,0,0,0,6.683748855500791,0,0,0,1,0,10.609557746559673,9.67266023845527,2.5521491619182712,0.19999999999999996,8103.8550117356335,0.09850990655008189,0,0.01970198131196132,0,1,0,0,0,0,0,0,0.6222151849335231,0,0.012258871945881376,0,0,0,0,0,0,0,0,1,0,0,0,1693146,5,2015,2,13,0,0,2,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0.07960493827160493,0,2,0,0.0
57,0.0,72,32507,1,1,14,1,0,1,0.0,1,15000.0,21249.08735,0,0,0,28,0,1,0,10.389241491873095,1,1,0,2.70805020110221,0,0,0,0,1,1,0,1,0.0,0,0,1,0,0,9.61587214452889,9.96411628493235,0.7059126706114315,1.0,15000.0,0.0,0,0.0,0,0,0,1,0,0,1,0,0.4614390746466472,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,910196,10,2015,4,29,0,0,3,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0.1822222222222222,0,7,2,0.0
50,0.0,76,119118,0,1,16,0,25,1,0.0,1,19527.426395667848,32441.17029,0,0,0,24,0,0,1,11.68787827242675,1,1,1,2.833213344056216,1,0,1,0,0,0,0,1,0.0,0,0,0,0,1,9.879626446925966,10.387214407656144,0.6019334759043896,1.0,19527.426395667848,0.0,0,0.0,0,0,0,1,0,1,0,0,0.16393346425816346,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,2858832,3,2016,1,8,0,0,1,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,0,0,0,0,0,0.14661040787623067,0,4,1,0.0
34,1.0,93,36868,0,0,6,0,93,1,1758.92,1,15000.0,32362.995560000003,0,0,0,7,0,1,0,10.515126368538702,1,1,0,1.9459101490553132,1,0,1,0,0,1,0,0,7.473023632453653,0,0,0,0,1,9.61587214452889,10.384801835738251,0.46349232325317247,1.0,15000.0,0.11726133332551592,0,0.11726133332551592,0,0,0,1,0,1,0,0,0.4068568948571429,0,0.04770858196680838,0,0,0,1,0,0,0,0,1,0,0,0,258076,9,2016,3,27,0,0,1,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,1,0,0,0,0,0.21056152927120667,1,6,2,0.0
39,1.0,88,50654,1,1,12,0,21,0,3912.55,1,15000.0,15163.19438,0,0,0,12,0,1,0,10.832793221487778,1,1,0,2.5649493574615367,1,0,1,0,0,0,1,0,8.272200169450487,1,0,0,0,1,9.61587214452889,9.62669229507161,0.9892374669281765,1.0,15000.0,0.26083666664927757,0,0.26083666664927757,0,0,0,1,1,0,1,0,0.2961266632389125,0,0.07724069175036047,0,1,1,1,1,1,0,0,0,0,0,0,607848,8,2016,3,9,0,0,1,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0,0.13712962962962963,0,8,2,0.0
25,1.0,79,40475,1,1,2,0,93,1,1262.32,8,18594.35513163576,22479.89594,0,0,0,21,0,1,0,10.60846448484965,1,0,0,1.0986122886681098,1,0,1,0,0,1,0,0,7.1414984552629575,0,0,0,0,1,9.830667104409432,10.020421158195646,0.8271548578533413,0.29999999999999993,5578.306539490726,0.22629089865128726,0,0.06788726960390508,0,1,0,0,0,1,0,0,0.45940346216618544,0,0.0311876466947205,0,0,0,1,1,1,0,0,0,1,0,0,849975,4,2016,2,7,0,0,3,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0.15582222222222222,0,6,2,0.0
44,0.0,83,32924,1,1,0,1,42,0,3887.8,3,38107.06891886644,10981.24607,0,0,0,17,0,1,0,10.401987526611482,0,0,0,0.0,0,0,0,0,0,0,1,0,8.265855905731247,1,0,0,0,1,10.548181321339426,9.304035254253245,3.4701953378043413,0.8,30485.655135093155,0.12752883225386494,0,0.10202306580376128,0,0,0,0,0,0,0,0,1.157425249596313,1,0.11808407240559823,1,1,0,0,1,0,0,0,0,0,0,0,559708,9,2015,3,7,0,1,0,0.0,1.0,-1.0,-1.8369701987210297e-16,0,0,0,0,0,0.10303464755077658,0,4,1,0.0
41,1.0,89,49821,1,1,0,0,50,0,6563.22,4,35635.662849534965,26041.2524,0,0,0,11,0,1,0,10.816211932530674,0,0,0,0.0,1,0,1,0,0,0,1,0,8.789388967797018,1,0,0,0,1,10.481130242226952,10.167475590277649,1.3684312221545278,0.7,24944.963994674476,0.26310801655749355,0,0.18417561159246046,0,0,0,0,0,0,0,0,0.7152739376732641,0,0.1317360149308176,0,1,1,0,1,0,0,0,0,0,0,0,548031,5,2016,2,21,1,0,5,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,0,0,0,0,1,0.10096732026143791,0,6,2,1.0
28,1.0,80,82728,0,0,4,0,96,1,0.0,1,64293.64778206461,33230.13935,0,0,0,20,0,0,0,11.323325484597575,1,0,0,1.6094379124341003,1,0,1,0,0,1,0,1,0.0,0,0,0,0,1,11.071231668535162,10.411242647549907,1.9347992225656983,1.0,64293.64778206461,0.0,0,0.0,0,0,0,1,0,1,0,0,0.7771691299352994,0,0.0,0,0,0,1,1,0,1,0,0,1,0,0,1654560,4,2016,2,12,0,0,1,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0.14627160493827163,0,3,1,0.0
39,1.0,77,89190,0,0,0,0,50,1,2780.89,8,15933.000760216655,23956.45447,0,0,0,23,0,0,0,11.398535416616683,0,0,0,0.0,1,0,1,0,0,0,0,0,7.930885831802312,0,0,1,0,0,9.676210517650656,10.0840348057674,0.6650817540426955,0.29999999999999993,4779.900228064996,0.5817882940506426,0,0.17453648824075302,0,1,0,0,0,0,0,0,0.17864111178425848,0,0.031179392308205187,0,0,0,0,0,0,0,0,0,0,0,0,2051370,1,2015,1,12,0,1,0,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,1,0,0,0.15796296296296297,0,2,0,0.0
33,0.0,69,103809,1,1,0,0,87,0,7585.98,1,15000.0,21369.95889,0,0,0,31,0,0,1,11.55031758418729,0,0,0,0.0,1,0,1,0,0,0,1,0,8.934188899246555,1,0,1,0,0,9.61587214452889,9.969788218153509,0.7019199277129765,1.0,15000.0,0.5057319999662845,0,0.5057319999662845,1,0,0,1,1,0,0,0,0.14449614195161792,0,0.07307632286147563,0,0,1,0,1,0,0,0,0,1,0,0,3218079,9,2015,3,9,0,0,2,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,0,0,0,0,0,0.14148148148148149,0,6,2,1.0
54,1.0,78,92146,1,1,3,0,80,1,686.42,1,15000.0,15692.12466,0,0,0,22,0,0,0,11.43114040695218,1,0,0,1.3862943611198906,1,0,1,0,0,0,0,0,6.53294545913359,0,0,0,1,0,9.61587214452889,9.660977975676321,0.9558935022533849,1.0,15000.0,0.04576133333028257,0,0.04576133333028257,0,0,0,1,0,1,0,0,0.16278514531110647,0,0.007449265296296646,0,0,0,1,1,1,0,0,0,0,0,0,2027212,10,2015,4,9,0,0,4,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0.15671957671957673,0,4,1,0.0
48,1.0,95,87932,1,1,2,1,28,0,9003.97,1,27407.788324274024,43994.5854,0,0,0,5,0,0,0,11.384330439839488,1,0,0,1.0986122886681098,0,0,0,0,0,0,1,0,9.105531926121998,1,1,0,0,1,10.218618982711345,10.691844576048643,0.6229809435515453,1.0,27407.788324274024,0.328518663860849,0,0.328518663860849,0,0,0,1,1,1,0,0,0.3116929937219935,0,0.10239696583607337,0,0,0,0,1,1,0,0,1,0,1,0,439660,10,2015,4,28,0,0,2,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0.1920923520923521,1,6,2,1.0
51,1.0,61,113960,0,1,10,1,92,0,0.0,1,40332.12655956582,11711.84961,0,0,0,39,1,0,1,11.64361156358212,1,1,0,2.3978952727983707,0,0,0,0,0,1,1,1,0.0,0,0,1,0,0,10.604928409275292,9.368441775407492,3.4437025661331147,1.0,40332.12655956582,0.0,0,0.0,0,0,0,1,0,1,0,0,0.35391476447184894,0,0.0,0,0,0,0,1,1,0,0,1,0,1,0,4444440,6,2016,2,8,0,0,2,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,0,0,0,1,0,0.1924040404040404,1,10,3,0.0
27,1.0,74,73642,1,1,0,0,79,1,0.0,1,38806.01292407254,9999.376701,0,0,0,26,0,0,0,11.206984373246167,0,0,0,0.0,1,0,1,0,0,0,0,1,0.0,0,0,0,0,1,10.566356254744658,9.210378041366683,3.8808431845867806,1.0,38806.01292407254,0.0,0,0.0,0,0,0,1,0,1,0,0,0.5269549024136442,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1914692,6,2015,2,24,0,0,2,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,0,0,0,1,0,0.1833202614379085,0,2,0,1.0
37,1.0,75,64367,0,1,3,0,68,1,0.0,2,51824.557872884325,10460.4278,0,0,0,25,0,0,0,11.072371894189569,1,0,0,1.3862943611198906,1,0,1,0,0,0,0,1,0.0,0,0,0,0,1,10.855638701797599,9.255450229259528,4.9543440152543265,0.9,46642.10208559589,0.0,0,0.0,0,0,0,0,0,1,0,0,0.8051417321310482,0,0.0,0,0,0,1,0,0,1,0,0,1,0,0,1609175,4,2015,2,14,0,0,1,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0.1265811965811966,0,3,1,1.0
39,0.0,44,52029,0,0,0,0,35,0,8383.0,9,15000.0,29456.57212,0,0,0,56,1,1,0,10.85957575428435,0,0,0,0.0,1,0,1,0,0,0,1,0,9.034080406560824,1,1,1,0,0,9.61587214452889,10.290706273857435,0.5092242212835855,0.19999999999999996,2999.9999999999995,2.7943333324018895,1,0.5588666666294089,1,1,1,0,0,0,0,0,0.2883007553424379,0,0.16112168213571043,0,1,1,0,0,0,0,0,1,0,1,0,2913624,11,2016,4,3,0,0,3,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,0.1097037037037037,0,10,3,0.0
41,1.0,68,99348,1,0,0,1,19,0,878.59,1,15000.0,34457.16081,0,0,0,32,0,0,0,11.506394182504042,0,0,0,0.0,0,0,0,0,0,0,1,0,6.779455889811979,0,0,0,1,0,9.61587214452889,10.447501136922254,0.4353231562599158,1.0,15000.0,0.05857266666276182,0,0.05857266666276182,0,0,0,1,0,1,0,0,0.15098441840650054,0,0.008843560011184488,0,0,0,0,1,0,0,0,1,0,1,0,3179136,4,2015,2,8,0,0,2,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0.16749719416386083,0,2,0,0.0
37,0.0,80,79103,1,0,10,0,98,0,7818.43,1,74168.59967752085,43130.38962,0,0,0,20,0,0,0,11.278518721377308,1,1,0,2.3978952727983707,1,0,1,0,0,1,1,0,8.964366940857174,1,0,1,0,0,11.214109637352156,10.672006308459746,1.7196366721762346,1.0,74168.59967752085,0.10541428628676416,0,0.10541428628676416,0,0,0,1,1,0,1,0,0.9376205665598426,0,0.09883860283302988,0,0,1,1,1,0,1,0,1,0,1,0,1582060,4,2016,2,1,0,0,4,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0.1723747276688453,0,8,2,0.0
70,1.0,81,31943,0,0,1,1,83,1,0.0,1,15000.0,5783.087613000001,0,0,1,19,0,1,0,10.371739648743057,1,0,0,0.6931471805599453,0,0,0,0,0,0,0,1,0.0,0,0,0,0,1,9.61587214452889,8.662865911199674,2.593770145153467,1.0,15000.0,0.0,0,0.0,0,0,0,1,0,1,0,0,0.4695864508509036,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,606917,12,2016,4,10,1,0,5,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,0,1,1,0,0,0.20236652236652236,1,4,1,0.0
41,1.0,88,81226,1,1,0,1,6,0,5823.5,1,35274.51319443271,36098.070810000005,0,0,0,12,0,0,0,11.305002983195072,0,0,0,0.0,0,0,0,0,0,0,1,0,8.669828437839831,1,0,0,0,1,10.470944325004492,10.49402240465453,0.977185550416829,1.0,35274.51319443271,0.16509086795148226,0,0.16509086795148226,0,0,0,1,1,1,0,0,0.4342761331839366,0,0.07169502375998209,0,0,0,0,0,0,0,0,1,0,1,0,974712,7,2016,3,9,1,0,5,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0,0.19978580990629183,1,5,1,0.0
42,0.0,77,123566,1,1,4,0,52,1,0.0,7,20249.916793400007,9218.589596,0,0,0,23,0,0,1,11.724538798066213,1,0,0,1.6094379124341003,1,0,1,0,0,0,0,1,0.0,0,0,1,0,0,9.91595534525801,9.12908580319551,2.196639364441381,0.3999999999999999,8099.966717360001,0.0,0,0.0,0,1,0,0,0,1,0,0,0.1638793583448208,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,2842018,11,2016,4,12,1,0,5,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0,1,0,0,1,0.1842469135802469,0,5,1,0.0
57,1.0,53,83434,1,0,0,0,68,1,3160.62,1,15000.0,12019.38606,0,0,0,47,1,0,0,11.331823164581003,0,0,0,0.0,1,0,1,0,0,0,0,0,8.058839833444472,0,0,0,1,0,9.61587214452889,9.394359325709862,1.2479838757048807,1.0,15000.0,0.2107079999859528,0,0.2107079999859528,0,0,0,1,0,1,0,0,0.1797828223484457,0,0.037881678931396295,0,0,0,0,1,0,0,0,1,0,0,0,3921398,2,2015,1,12,0,0,3,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0,0,1,0,0,0.1281341719077568,0,2,0,0.0
28,1.0,71,35656,1,1,0,0,95,0,0.0,11,68161.5836889413,20273.10705,0,0,0,29,0,1,0,10.481700760003815,0,0,0,0.0,1,0,1,0,0,1,1,1,0.0,0,0,0,1,0,11.129651067019243,9.917099836090188,3.3621676005296455,0.05,3408.0791844470655,0.0,0,0.0,0,1,0,0,0,1,0,0,1.9116441464838922,1,0.0,1,0,1,0,1,0,1,0,0,1,0,0,1034024,11,2015,4,2,0,1,0,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,0.16024420024420025,0,7,2,0.0
38,0.0,72,59747,1,0,4,0,76,1,0.0,1,16360.711805340792,33020.74294,0,0,0,28,0,0,0,10.997890996430183,1,0,0,1.6094379124341003,1,0,1,0,0,0,0,1,0.0,0,0,0,0,1,9.702699238261316,10.40492150045418,0.4954677075126198,1.0,16360.711805340792,0.0,0,0.0,0,0,0,1,0,1,0,0,0.2738331933832152,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1672916,10,2015,4,22,0,0,3,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0.12347474747474747,0,2,0,0.0
49,0.0,91,64472,1,0,0,0,79,1,0.0,3,15000.0,60814.820770000006,0,0,0,9,0,0,0,11.074001810493316,0,0,0,0.0,1,0,1,0,0,0,0,1,0.0,0,0,1,0,0,9.61587214452889,11.015605244138394,0.2466504021525105,0.8,12000.0,0.0,0,0.0,0,0,0,0,0,1,0,0,0.2326591388473654,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,580248,12,2015,4,31,0,0,3,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,1,1,1,0,0,0.1822777777777778,0,2,0,1.0
62,1.0,59,55244,1,1,5,1,21,0,8309.87,1,15000.0,21001.79986,0,0,0,41,1,0,0,10.919533117547275,1,1,0,1.791759469228055,0,0,0,0,0,0,1,0,9.025319575510343,1,1,0,0,1,9.61587214452889,9.952411034485017,0.7142244997703628,1.0,15000.0,0.5539913332964006,0,0.5539913332964006,1,0,0,1,1,0,1,0,0.2715226992927463,0,0.15042122221145426,0,0,0,0,1,1,0,0,0,0,0,0,2265004,5,2015,2,22,0,0,4,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0.17321637426900585,0,7,2,0.0
53,1.0,90,34565,0,1,0,0,36,1,4494.06,1,78430.45012292318,37310.62764,0,0,0,10,0,1,0,10.450625818960438,0,0,0,0.0,1,0,1,0,0,0,0,0,8.410734294981262,1,0,0,0,1,11.26998027542662,10.52706029002915,2.1020940970914497,1.0,78430.45012292318,0.05729993889999624,0,0.05729993889999624,0,0,0,1,1,0,0,0,2.269071318404574,1,0.13001764790597375,1,1,0,0,1,0,1,0,0,0,0,0,345650,10,2015,4,25,1,0,6,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,1,0,0,0,1,0.11557487922705313,0,5,1,0.0
37,0.0,79,70286,1,1,0,0,25,0,4300.79,9,15000.0,19051.37685,0,0,0,21,0,0,0,11.16034213893475,0,0,0,0.0,1,0,1,0,0,0,1,0,8.366786494131327,1,0,1,0,0,9.61587214452889,9.85494714180071,0.7873446689609027,0.19999999999999996,2999.9999999999995,1.4335966661888013,1,0.2867193333142187,0,1,1,0,0,0,1,0,0.2134137666076685,0,0.0611898528859063,0,0,1,0,1,0,0,0,1,0,1,0,1476006,3,2015,1,20,0,0,4,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0,0,0,0,0,0.14627160493827163,0,8,2,0.0
45,1.0,93,64387,1,0,14,0,67,1,4580.62,1,15000.0,4478.741201,0,0,0,7,0,0,0,11.07268255932612,1,1,0,2.70805020110221,1,0,1,0,0,0,0,0,8.429807926357356,1,0,1,0,0,9.61587214452889,8.407320556106487,3.3491553370624962,1.0,15000.0,0.30537466664630836,0,0.30537466664630836,0,0,0,1,1,0,1,0,0.2329662820098317,0,0.07114200071332502,0,0,0,1,0,0,0,0,1,0,0,0,450709,5,2015,2,15,0,0,4,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0.19505050505050506,1,5,1,0.0
41,1.0,82,91856,1,1,14,1,92,0,4542.0,4,15000.0,29607.36478,0,0,0,18,0,0,0,11.42798829895328,1,1,0,2.70805020110221,0,0,0,0,0,1,1,0,8.421342865759403,1,0,0,0,1,9.61587214452889,10.29581219430893,0.5066307018862409,0.7,10500.0,0.4325714285302313,0,0.30279999997981333,0,0,0,0,0,1,0,0,0.16329907681410796,0,0.04944696045931189,0,0,0,0,1,1,0,0,1,0,1,0,1653408,7,2015,3,18,1,0,5,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0,0.15473922902494333,0,8,2,0.0
49,1.0,29,40452,1,1,6,0,73,0,5183.99,9,15000.0,31527.68609,0,0,0,71,1,1,0,10.607896085373092,1,1,0,1.9459101490553132,1,0,1,0,0,0,1,0,8.553523192021458,1,0,0,1,0,9.61587214452889,10.358653079929617,0.4757723087163682,0.19999999999999996,2999.9999999999995,1.727996666090668,1,0.34559933331029336,0,1,1,0,0,1,0,0,0.37080984870041506,0,0.12815163650429764,0,1,1,1,0,0,0,0,0,1,0,0,2872092,3,2016,1,3,0,0,3,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0,0,0,0,0,0.18794685990338164,1,11,3,0.0
46,1.0,45,85308,0,1,8,0,13,1,0.0,1,68239.45717466468,21003.00872,0,0,0,55,1,0,0,11.354035237878815,1,1,0,2.1972245773362196,1,0,1,0,0,0,0,1,0.0,0,0,0,0,1,11.130792881654617,9.95246858991668,3.249032463926704,1.0,68239.45717466468,0.0,0,0.0,0,0,0,1,0,0,1,0,0.7999186145949356,0,0.0,0,0,0,1,1,1,1,0,0,0,0,0,4691940,11,2015,4,18,0,0,2,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,0.1463049095607235,0,6,2,0.0
46,1.0,87,69502,1,1,4,0,38,1,5289.63,1,15000.0,12215.28549,0,0,0,13,0,0,0,11.149125196088907,1,0,0,1.6094379124341003,1,0,1,0,0,0,0,0,8.57369261038898,1,0,0,0,1,9.61587214452889,9.410525216795659,1.2279696623588312,1.0,15000.0,0.35264199997649054,0,0.35264199997649054,0,0,0,1,1,1,0,0,0.21582112744646456,0,0.07610759402497616,0,0,0,1,1,1,0,0,1,0,0,0,903526,1,2015,1,15,0,0,3,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,1,0,0,0.11557487922705313,0,4,1,0.0
57,1.0,75,59333,0,1,0,1,34,1,0.0,1,15000.0,10422.37441,0,0,0,25,0,0,0,10.990937776498045,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,1,9.61587214452889,9.251806102613877,1.4392113935351116,1.0,15000.0,0.0,0,0.0,0,0,0,1,0,0,0,0,0.25281040904298097,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1483325,1,2016,1,23,1,0,5,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0,0,1,0,0,0.16598566308243726,0,2,0,0.0
46,1.0,74,108268,0,0,0,0,18,1,1603.28,16,26756.646538743087,45548.84789,0,0,0,26,0,0,1,11.592374150093454,0,0,0,0.0,1,0,1,0,0,0,0,0,7.380430336783031,0,0,1,0,0,10.194575563391908,10.726562563275284,0.5874275152419374,0.05,1337.8323269371544,1.1984162488225616,1,0.059920812483678094,0,1,0,0,0,0,1,0,0.24713347007884098,0,0.01480843831958835,0,0,0,0,1,0,0,0,1,0,0,0,2814968,8,2015,3,22,1,0,5,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,0,0,0,1,1,0.25164444444444445,1,5,1,0.0
29,0.0,83,108925,1,1,5,0,39,0,6897.69,1,54342.15289362871,29269.7477,0,0,0,17,0,0,1,11.598424031572375,1,1,0,1.791759469228055,1,0,1,0,0,0,1,0,8.83908681748813,1,0,1,0,0,10.903073902895029,10.284343924286212,1.8565979265947723,1.0,54342.15289362871,0.1269307458866206,0,0.1269307458866206,0,0,0,1,1,1,0,0,0.4988951378758762,0,0.06332513197095868,0,0,1,1,1,1,1,0,0,1,0,0,1851725,7,2015,3,20,0,1,0,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0,0.16827886710239653,0,8,2,0.0
40,1.0,74,98618,1,1,0,0,89,1,0.0,1,37174.8545823404,19495.72056,0,0,0,26,0,0,0,11.49901921979566,0,0,0,0.0,1,0,1,0,0,0,0,1,0.0,0,0,0,0,1,10.52341475915668,9.878001553998343,1.906821267058291,1.0,37174.8545823404,0.0,0,0.0,0,0,0,1,0,0,0,0,0.37695810685638975,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,2564068,9,2016,3,1,0,0,3,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,0,0,0,0,0,0.22661246612466124,1,3,1,0.0
45,1.0,76,65926,1,0,27,1,100,1,1278.67,1,63162.95027693746,18423.32278,0,0,0,24,0,0,0,11.096303348266055,1,1,1,3.332204510175204,0,0,0,1,0,1,0,0,7.154357511174307,0,0,0,0,1,11.053489010380497,9.821426960886786,3.428423364653715,1.0,63162.95027693746,0.020243987881716063,0,0.020243987881716063,0,0,0,1,0,0,0,0,0.958088618693374,0,0.019395534386745815,0,0,0,0,1,0,1,0,0,1,0,0,1582224,12,2016,4,6,0,0,1,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,0,1,1,0,0,0.16877492877492878,0,4,1,0.0
74,0.0,88,52970,0,0,0,0,50,0,0.0,1,42876.51696686479,35694.75202,0,0,1,12,0,1,0,10.877499872970908,0,0,0,0.0,1,0,1,0,0,0,1,1,0.0,0,0,0,0,1,10.666102887511709,10.48278696965132,1.201199463205112,1.0,42876.51696686479,0.0,0,0.0,0,0,0,1,0,1,0,0,0.8094490648679505,0,0.0,0,0,1,0,1,0,1,0,0,0,0,0,635640,4,2016,2,6,0,0,2,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0.10735042735042735,0,4,1,0.0
47,1.0,89,50213,0,0,0,0,46,1,0.0,1,15000.0,36025.22712,0,0,0,11,0,1,0,10.82404915126093,0,0,0,0.0,1,0,1,0,0,0,0,1,0.0,0,0,1,0,0,9.61587214452889,10.49200248329939,0.4163748905626226,1.0,15000.0,0.0,0,0.0,0,0,0,1,0,0,0,0,0.2987274211797995,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,552343,5,2016,2,27,0,0,4,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,0.21693486590038316,1,4,1,0.0
52,1.0,58,65370,1,0,4,1,90,1,0.0,1,15000.0,39415.50525,0,0,0,42,1,0,0,11.087834014026866,1,0,0,1.6094379124341003,0,0,0,0,0,1,0,1,0.0,0,0,0,1,0,9.61587214452889,10.581939922540263,0.3805608961366654,1.0,15000.0,0.0,0,0.0,0,0,0,1,0,1,0,0,0.22946305644440165,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,2745540,6,2015,2,23,0,0,1,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,0,0,0,1,0,0.17164444444444446,0,3,1,0.0
