age_of_driver,safty_rating,annual_income,past_num_of_claims,liab_prct,claim_est_payout,age_of_vehicle,vehicle_price,vehicle_weight,log_claim_est_payout,log_annual_income,payout_income_ratio,witness_present_ind,policy_report_filed_ind,address_change_ind,high_education_ind,gender,marital_status,living_status,accident_site,channel,vehicle_category,vehicle_color,claim_day_of_week,fraud
50,97,54888,0,50,0.0,1,15000.0,15445.70337,0.0,10.91306824312329,0.0,1.0,0,0,0,M,0.0,Own,Highway,Broker,Large,gray,Sunday,0
60,84,56620,0,98,5297.55,1,15000.0,28411.23984,8.575188477203376,10.9441352201136,0.09356157609367549,0.0,1,0,1,M,1.0,Own,Parking Lot,Phone,Compact,silver,Sunday,0
21,79,82584,0,6,8540.91,2,15000.0,78684.52201,9.052739915171708,11.32158334495519,0.10341962826179088,1.0,1,1,1,F,0.0,Rent,Local,Online,Large,silver,Saturday,0
51,77,87450,1,60,2153.28,1,22459.186588308286,15714.14101,7.675211839983222,11.378833915487142,0.02462270299939395,0.0,1,1,1,M,1.0,Own,Local,Phone,Large,other,Tuesday,0
48,56,81295,0,53,473.65,1,15000.0,11307.37489,6.162577690327807,11.305852093833513,0.005826239913402873,0.0,1,1,1,F,1.0,Rent,Highway,Broker,Compact,white,Sunday,1
63,56,115140,0,0,2604.78,10,15000.0,8154.60953,7.865487333553253,11.65391274327112,0.022622523688347333,0.0,1,0,0,M,1.0,Rent,Highway,Broker,Large,gray,Friday,0
50,83,88025,0,41,2492.75,1,57583.86671821874,42823.14488,7.821542880638174,11.3853875043677,0.028318337763842502,0.0,0,0,1,M,1.0,Rent,Highway,Broker,Large,blue,Wednesday,0
54,79,74330,1,49,0.0,1,15000.0,22639.91317,0.0,11.216283371146936,0.0,1.0,0,1,1,M,1.0,Own,Local,Phone,Medium,blue,Tuesday,0
42,82,35807,1,98,1115.5,1,15000.0,7188.412463,7.017954071280212,10.485926611111651,0.031152256478999107,0.0,0,0,0,F,0.0,Rent,Parking Lot,Broker,Large,gray,Monday,1
25,81,82038,2,61,1260.01,14,15000.0,25557.35643,7.139668266147591,11.314950022936017,0.015358670876046757,0.0,0,1,0,M,0.0,Rent,Local,Phone,Large,black,Tuesday,0
53,76,95428,0,1,0.0,1,15000.0,9983.533901,0.0,11.466137794471349,0.0,0.0,0,0,1,M,0.0,Own,Highway,Broker,Compact,black,Monday,0
29,87,40157,0,12,3020.45,1,15000.0,28029.52142,8.013492127592542,10.600576952328698,0.0752141540913392,1.0,1,1,1,F,1.0,Rent,Parking Lot,Online,Compact,black,Tuesday,0
44,80,66870,11,2,1705.41,2,15000.0,34703.46935,7.44214702743064,11.110520669325322,0.02550298335601382,1.0,0,1,1,F,1.0,Rent,Highway,Broker,Medium,white,Thursday,0
31,74,102444,7,91,554.26,2,15000.0,19159.47481,6.3194364725178085,11.5370813481813,0.0054103177314656645,1.0,0,1,0,F,0.0,Own,Parking Lot,Broker,Compact,silver,Sunday,0
32,64,76010,3,34,597.65,1,15000.0,5541.18884,6.394677120162853,11.238633345637208,0.007862677770322716,1.0,0,1,0,F,1.0,Rent,Local,Phone,Medium,gray,Wednesday,0
49,65,77633,5,39,5293.28,3,29967.82059715229,14100.8605,8.57438227145264,11.259760754544008,0.06818249735940438,0.0,0,1,1,F,0.0,Own,Local,Broker,Medium,other,Friday,0
38,79,41179,9,49,0.0,1,15000.0,22066.115530000003,0.0,10.62570798058178,0.0,0.0,1,0,1,F,0.0,Own,Highway,Phone,Large,silver,Thursday,0
64,27,82466,11,100,1039.58,1,21235.12434389932,14638.0736,6.947533528990549,11.320153492301433,0.012606012101810421,1.0,1,1,1,M,1.0,Rent,Highway,Broker,Medium,other,Friday,1
43,64,106448,3,96,0.0,1,15000.0,26219.34497,0.0,11.575421276195772,0.0,0.0,0,1,0,M,0.0,Own,Parking Lot,Broker,Large,red,Tuesday,0
52,72,92495,0,91,0.0,1,24722.906806188144,32674.47633,0.0,11.434920679322257,0.0,1.0,1,0,0,F,0.0,Own,Highway,Broker,Compact,other,Tuesday,0
36,93,97898,0,21,5073.37,1,30609.490679462404,50265.755710000005,8.531957658273203,11.491691613961837,0.05182249052595021,0.0,1,1,0,M,1.0,Own,Local,Phone,Compact,red,Saturday,0
31,85,104867,0,22,605.75,1,15000.0,16332.54004,6.4081168446067105,11.560457695415545,0.005776309264980737,0.0,1,0,1,F,1.0,Rent,Local,Phone,Compact,blue,Wednesday,0
47,63,55725,0,36,0.0,1,15000.0,33248.55436,0.0,10.928202103359991,0.0,0.0,1,0,1,F,1.0,Own,Local,Broker,Large,white,Sunday,1
52,90,38738,0,41,0.0,3,15000.0,15526.914169999998,0.0,10.564602123514762,0.0,1.0,1,1,1,F,1.0,Rent,Parking Lot,Phone,Medium,blue,Friday,0
44,87,36501,0,85,2222.45,1,45924.046399716455,11990.08689,7.706815322627978,10.505122332589966,0.06088570489288258,0.0,1,1,1,F,0.0,Own,Parking Lot,Phone,Medium,red,Saturday,0
41,54,46853,0,51,1232.21,1,29265.88761890726,41237.84009,7.1173758049638725,10.75479166289073,0.026298928586673497,0.0,0,1,0,M,1.0,Rent,Parking Lot,Broker,Compact,red,Thursday,1
34,86,123392,2,99,0.0,9,63132.7112717156,32033.68574,0.0,11.723129662750436,0.0,0.0,0,1,1,M,1.0,Own,Highway,Phone,Large,white,Thursday,0
48,56,46536,1,3,0.0,1,15000.0,29858.360310000004,0.0,10.748002974099618,0.0,,1,1,1,M,0.0,Own,Local,Broker,Compact,red,Monday,0
36,55,122907,0,100,5485.3,1,30371.211289544604,17067.86786,8.610009354654238,11.71919138700764,0.04462931623653465,1.0,1,1,1,M,0.0,Rent,Local,Broker,Compact,black,Monday,0
50,56,75760,28,13,6148.99,1,19530.86961894007,47215.874,8.72420573478298,11.23533892735046,0.08116299943242565,0.0,1,1,1,F,1.0,Own,Highway,Phone,Large,red,Tuesday,0
35,87,121634,0,42,1669.78,3,82559.41224789615,28719.42338,7.4210458622377535,11.708780036046768,0.013727792165084064,0.0,1,1,0,M,1.0,Rent,Local,Broker,Compact,white,Thursday,1
44,68,112501,0,10,1244.83,1,70010.74412835028,13982.36188,7.127557253441968,11.630726278246367,0.011064958845176085,0.0,0,0,1,M,1.0,Own,Local,Broker,Medium,black,Thursday,0
47,77,42033,12,100,1763.03,9,72682.59679766992,13554.7072,7.4753562432248435,10.646234093587358,0.04194295094447352,1.0,1,1,0,F,1.0,Own,Local,Online,Medium,other,Thursday,0
57,55,122493,10,8,0.0,2,15000.0,28554.05136,0.0,11.715817328175543,0.0,0.0,1,1,0,F,0.0,Own,Local,Broker,Medium,other,Sunday,0
50,64,49417,7,50,9415.44,1,59624.10998545554,17437.114719999998,9.150212376820312,10.808070009278122,0.19052652879517587,0.0,1,0,1,M,1.0,Own,Parking Lot,Broker,Medium,gray,Saturday,0
61,84,36943,0,50,1366.84,2,15000.0,21086.66947,7.220988132277924,10.517158531594276,0.03699761801645734,0.0,1,1,1,F,1.0,Own,Local,Broker,Large,blue,Sunday,1
25,43,96011,0,5,0.0,1,35833.5428335737,16209.341219999998,0.0,11.472228462638125,0.0,0.0,1,1,0,F,0.0,Rent,Parking Lot,Online,Medium,gray,Tuesday,1
39,91,114809,2,48,0.0,1,15000.0,22502.8496,0.0,11.651033867087857,0.0,0.0,0,0,1,F,0.0,Own,Highway,Broker,Compact,gray,Saturday,1
52,66,92152,11,65,0.0,1,15000.0,31383.90732,0.0,11.43120551818389,0.0,,1,0,1,M,0.0,Rent,Parking Lot,Phone,Medium,blue,Monday,0
74,52,121603,0,97,0.0,1,15000.0,38737.28531,0.0,11.708525142710025,0.0,0.0,1,1,0,F,1.0,Own,Local,Broker,Medium,other,Wednesday,0
29,93,116723,0,35,0.0,4,15000.0,10161.02117,0.0,11.66756745265744,0.0,0.0,0,0,0,F,1.0,Rent,Local,Phone,Compact,gray,Saturday,1
47,64,109871,0,100,1926.45,1,15449.542502480275,12778.22174,7.563953164763804,11.607071330860459,0.017533584534731323,0.0,1,1,1,F,1.0,Own,Parking Lot,Broker,Medium,gray,Wednesday,0
52,23,115540,0,49,335.9,1,15000.0,13223.09675,5.819786150412507,11.657380724309053,0.00290719311759462,0.0,0,0,1,M,0.0,Rent,Local,Broker,Compact,other,Tuesday,0
30,46,60312,1,10,0.0,1,15000.0,27676.2811,0.0,11.007302948202419,0.0,0.0,0,1,1,F,1.0,Own,Parking Lot,Broker,Large,other,Saturday,0
46,61,86542,6,3,0.0,1,56191.29809867169,30588.30368,0.0,11.368396679228404,0.0,1.0,0,0,1,M,1.0,Rent,Local,Broker,Medium,silver,Saturday,0
62,95,72671,0,97,0.0,1,19872.074579462,40385.3485,0.0,11.193711444905285,0.0,0.0,1,1,1,F,1.0,Own,Highway,Phone,Compact,blue,Wednesday,0
60,70,51867,3,36,0.0,1,59684.178993636,28594.85319,0.0,10.856457308668775,0.0,0.0,1,1,0,M,0.0,Own,Local,Broker,Medium,blue,Monday,0
41,88,81394,8,23,2460.78,1,21075.821408051164,13963.34834,7.808639944506384,11.30706912504261,0.030232569568155294,1.0,0,1,1,M,0.0,Own,Local,Phone,Medium,silver,Monday,0
40,72,124161,0,23,7484.62,1,15000.0,26729.33702,8.92073912575465,11.729342443534732,0.06028108438974888,0.0,1,0,1,F,0.0,Own,Highway,Phone,Compact,blue,Tuesday,0
39,73,76403,7,78,0.0,1,15000.0,12722.74586,0.0,11.243790329805025,0.0,1.0,1,0,1,M,1.0,Rent,Local,Broker,Compact,black,Thursday,0
51,93,83759,0,75,0.0,2,31257.68642604336,23624.61329,0.0,11.335710845544419,0.0,0.0,0,1,1,F,1.0,Rent,Parking Lot,Phone,Medium,red,Wednesday,0
39,86,38663,4,98,0.0,1,15000.0,39377.53789,0.0,10.56266421352492,0.0,1.0,1,1,0,F,1.0,Rent,Local,Broker,Large,blue,Saturday,1
30,80,31212,0,98,2646.5,1,15000.0,39258.8091,7.881371077475562,10.34858995368279,0.08478838945311248,0.0,1,0,1,F,1.0,Rent,Parking Lot,Phone,Large,white,Tuesday,0
32,78,81872,11,27,0.0,1,23887.959874642685,53554.51336,0.0,11.312924545158282,0.0,0.0,1,1,1,F,0.0,Own,Local,Broker,Medium,blue,Monday,0
47,89,92675,6,10,0.0,7,15000.0,15068.267280000002,0.0,11.436864818357265,0.0,0.0,1,1,1,M,1.0,Own,Local,Broker,Medium,red,Wednesday,0
39,74,108891,0,43,4040.31,1,17740.51002194138,48433.9752,8.304324175820861,11.598111844330951,0.03710382764574073,0.0,1,0,1,F,1.0,Rent,Local,Phone,Compact,black,Tuesday,1
29,83,74016,4,93,6635.23,1,15000.0,9575.304696,8.800299310143105,11.212050075532202,0.08964467622302984,0.0,1,0,0,M,1.0,Rent,Local,Online,Compact,other,Tuesday,0
48,84,118422,0,95,0.0,6,15000.0,19429.85683,0.0,11.682018239323398,0.0,1.0,0,0,1,M,1.0,Rent,Local,Broker,Compact,blue,Thursday,0
50,53,75315,0,37,0.0,1,38287.27009163302,38739.45902,0.0,11.22944787461632,0.0,0.0,1,0,0,F,1.0,Own,Highway,Broker,Large,silver,Wednesday,0
44,86,42227,0,91,4440.06,1,15000.0,45754.97927,8.398648365671452,10.650838787109585,0.10514492753623189,0.0,1,0,1,M,0.0,Own,Local,Broker,Compact,blue,Wednesday,0
28,80,88306,0,59,1320.92,4,15000.0,31707.2979,7.1868405042084,11.388574658648126,0.014958270578776316,0.0,1,0,0,F,1.0,Rent,Highway,Online,Medium,silver,Wednesday,1
65,66,89370,0,88,5329.03,1,49511.30720432975,13541.38612,8.581112145661875,11.400551523750007,0.05962817916326325,1.0,1,1,1,F,1.0,Own,Parking Lot,Phone,Large,other,Friday,0
32,89,97624,0,29,0.0,1,15000.0,39887.63049,0.0,11.488888887141988,0.0,0.0,0,0,1,F,1.0,Own,Parking Lot,Broker,Large,white,Friday,0
47,90,113106,15,23,1709.62,2,15000.0,30798.7177,7.444611156882378,11.63608955231983,0.015115068032924575,0.0,0,1,0,F,1.0,Own,Local,Broker,Large,silver,Thursday,0
37,63,85668,0,90,1413.38,1,15000.0,38863.89363,7.254446551511911,11.358246312192403,0.016498149855840503,0.0,1,1,1,M,1.0,Own,Parking Lot,Broker,Large,blue,Sunday,0
49,81,101917,0,73,0.0,1,28778.202497405087,10515.04048,0.0,11.531923847379543,0.0,0.0,1,1,1,M,0.0,Own,Local,Broker,Medium,gray,Saturday,1
37,34,110246,0,5,0.0,12,15000.0,15647.847930000002,0.0,11.610478582054515,0.0,0.0,0,0,1,M,1.0,Own,Local,Broker,Large,other,Friday,0
54,67,84381,0,43,0.0,10,15000.0,17377.90229,0.0,11.343109387696558,0.0,0.0,1,0,1,M,1.0,Own,Parking Lot,Phone,Compact,blue,Thursday,0
52,84,98148,6,50,2125.72,1,15000.0,10624.39921,7.662336165726175,11.494242011165694,0.021658091269396527,0.0,0,0,1,F,1.0,Own,Local,Phone,Compact,other,Friday,0
61,69,77604,0,73,0.0,1,15000.0,52342.24873,0.0,11.259387137085286,0.0,0.0,1,1,1,M,1.0,Rent,Parking Lot,Broker,Medium,silver,Tuesday,0
49,69,74185,20,1,0.0,1,39041.99962588804,12880.50086,0.0,11.21433073210802,0.0,0.0,1,1,0,F,1.0,Own,Parking Lot,Broker,Medium,white,Wednesday,1
62,90,36761,0,76,5884.89,7,58822.604165724,24548.54157,8.680313240205603,10.51221998195371,0.16008078994614006,0.0,1,1,1,M,0.0,Own,Local,Phone,Large,white,Tuesday,0
56,73,88689,0,51,2229.22,1,15000.0,37168.61655,7.7098555142966285,11.392902422370499,0.025134964483030778,0.0,0,1,0,M,0.0,Rent,Parking Lot,Phone,Medium,other,Thursday,0
38,76,95415,8,35,0.0,1,15000.0,8824.470817,0.0,11.466001558258505,0.0,0.0,0,0,1,F,1.0,Own,Parking Lot,Phone,Large,blue,Tuesday,0
58,92,115441,7,71,0.0,1,47331.16751784453,30433.80535,0.0,11.656523518315002,0.0,0.0,1,1,1,M,0.0,Rent,Local,Broker,Large,white,Wednesday,0
50,75,70781,0,38,0.0,2,15000.0,12840.55211,0.0,11.167360010069897,0.0,0.0,0,0,1,M,1.0,Rent,Highway,Broker,Large,black,Saturday,0
69,62,65572,0,88,0.0,4,54444.65768941047,21998.04046,0.0,11.090919304841822,0.0,1.0,1,1,0,M,1.0,Own,Local,Phone,Compact,other,Thursday,0
50,49,50779,5,100,0.0,4,15000.0,6966.000781000001,0.0,10.83525785525867,0.0,1.0,1,0,1,F,0.0,Rent,Local,Broker,Large,other,Tuesday,0
43,73,120145,0,68,5741.53,1,44338.6289739691,15731.23177,8.655655158755092,11.696462948891748,0.047787941338038716,0.0,1,1,1,M,1.0,Own,Local,Phone,Large,red,Saturday,0
31,69,41992,0,1,0.0,1,29948.29267910492,11817.40843,0.0,10.645258216708406,0.0,,1,1,0,F,1.0,Rent,Local,Broker,Large,silver,Wednesday,0
38,88,118444,0,98,40.7,1,61363.75225923809,23145.07865,3.730501128804756,11.682203996792227,0.0003436194014099371,0.0,1,0,1,F,0.0,Own,Parking Lot,Phone,Large,blue,Monday,0
57,76,41868,0,2,0.0,4,15000.0,15422.25456,0.0,10.642300975279205,0.0,0.0,1,1,1,F,1.0,Own,Local,Broker,Compact,blue,Saturday,0
38,95,100836,0,63,0.0,1,82231.60116214387,49989.58727,0.0,11.521260630760146,0.0,0.0,1,0,1,F,1.0,Rent,Local,Phone,Compact,silver,Saturday,0
72,46,102021,13,99,0.0,2,15000.0,37119.53534,0.0,11.532943755283977,0.0,0.0,1,1,1,M,1.0,Own,Highway,Broker,Medium,white,Thursday,1
49,13,118477,1,93,0.0,1,15000.0,51349.22965,0.0,11.682482568313045,0.0,1.0,0,1,1,M,0.0,Own,Local,Broker,Medium,gray,Tuesday,0
51,77,103215,0,31,0.0,1,63072.29670696315,55051.8263,0.0,11.544579158772024,0.0,0.0,0,0,0,F,1.0,Own,Parking Lot,Phone,Compact,gray,Wednesday,0
27,91,104730,11,55,3895.17,7,15000.0,23554.46909,8.267749298307388,11.559150437084062,0.03719213986307779,0.0,0,0,1,M,1.0,Rent,Local,Online,Large,blue,Wednesday,0
39,90,124891,0,10,0.0,1,24199.459143188986,16642.34233,0.0,11.735204642821309,0.0,0.0,1,0,1,F,1.0,Rent,Local,Phone,Large,other,Tuesday,0
53,84,81983,4,84,7672.19,1,15000.0,30294.0747,8.945487714024091,11.314279385256405,0.09358155249804839,1.0,1,1,0,M,1.0,Rent,Local,Broker,Large,white,Saturday,0
47,83,86861,0,3,903.8,1,46596.21115539176,20187.899,6.80771392480191,11.3720759313821,0.01040501024613755,1.0,0,0,1,F,1.0,Rent,Highway,Online,Large,gray,Thursday,0
52,43,101238,0,100,4764.71,1,32715.923844928657,13966.63176,8.46920180813639,11.52523933709151,0.0470639773209929,0.0,1,1,1,M,1.0,Own,Highway,Broker,Compact,red,Sunday,0
45,62,76188,0,5,0.0,2,81855.93698752808,14713.69126,0.0,11.240972374298888,0.0,0.0,1,1,0,F,1.0,Own,Local,Phone,Compact,white,Wednesday,0
59,77,30388,8,42,5108.35,1,17300.45216607774,38191.05643,8.538827473541387,10.3218359798084,0.1680986541182665,1.0,0,0,1,F,1.0,Own,Parking Lot,Phone,Large,black,Sunday,0
67,78,103535,0,85,0.0,1,18170.352754782667,11239.62902,0.0,11.547674657297048,0.0,0.0,1,0,0,F,1.0,Own,Parking Lot,Broker,Medium,red,Thursday,0
29,75,79943,0,99,1062.11,1,75518.0488424187,22672.07766,6.9689538537031455,11.289081668541625,0.013285674972480736,0.0,1,1,1,M,0.0,Own,Highway,Online,Large,other,Tuesday,0
52,81,56085,0,18,1319.68,1,15000.0,9339.313289,7.185902034450579,10.934641505999714,0.023529579574225298,1.0,1,0,0,M,1.0,Rent,Highway,Broker,Medium,blue,Friday,0
48,61,69747,14,37,0.0,5,19712.54494752913,19179.87514,0.0,11.152644025437384,0.0,1.0,1,1,1,M,1.0,Own,Highway,Broker,Medium,red,Thursday,0
40,78,115143,8,57,1483.94,1,31553.16357628156,12883.30791,7.303129646380131,11.653938797942507,0.012887688459667895,1.0,1,1,1,F,0.0,Rent,Local,Broker,Large,black,Monday,0
72,65,112618,1,92,215.58,14,15000.0,37070.22256,5.377959994200234,11.631765719351677,0.0019142418242037312,0.0,1,1,0,F,0.0,Own,Local,Broker,Large,black,Tuesday,1
58,73,109272,9,75,3410.05,3,87003.35057636043,43933.21096,8.134775440769141,11.60160461711607,0.03120670247911195,0.0,1,0,1,F,1.0,Own,Local,Broker,Compact,gray,Sunday,0
39,66,36593,1,31,0.0,1,57085.19962716017,19883.0452,0.0,10.50763957152451,0.0,0.0,0,1,0,F,1.0,Rent,Local,Broker,Compact,white,Saturday,0
59,85,56170,0,14,0.0,1,15000.0,35464.76435,0.0,10.936155888465745,0.0,1.0,1,1,1,M,1.0,Rent,Highway,Phone,Large,gray,Monday,0
55,77,105839,0,50,987.75,1,15000.0,13761.30902,6.896441519081864,11.569683798788837,0.00933248299319728,0.0,1,0,1,F,0.0,Rent,Local,Broker,Medium,white,Monday,0
52,89,67086,0,93,1501.52,1,15000.0,23738.89831,7.314898977468856,11.113745563504079,0.022381683485623145,0.0,1,1,0,M,0.0,Own,Local,Phone,Compact,blue,Tuesday,0
34,57,72098,8,4,0.0,3,15000.0,12142.28073,0.0,11.185795453551336,0.0,0.0,1,0,1,F,1.0,Rent,Parking Lot,Broker,Medium,red,Thursday,0
38,56,60595,10,5,6539.65,1,59200.82259880503,33744.86198,8.785791827891751,11.011984163278214,0.10792214007525248,1.0,1,0,1,F,1.0,Own,Local,Broker,Medium,red,Wednesday,0
32,75,101043,11,13,0.0,1,43186.44665726919,9385.182645,0.0,11.523311344522646,0.0,1.0,1,1,0,F,1.0,Own,Parking Lot,Broker,Compact,silver,Tuesday,0
58,82,55769,0,50,10423.42,2,15000.0,47639.80873,9.251906409627685,10.9289913693836,0.18690012551551013,0.0,0,1,1,F,1.0,Rent,Local,Phone,Medium,white,Wednesday,0
40,78,95212,0,48,6428.98,1,15000.0,27556.87137,8.768726706806921,11.463871766078572,0.06752208206862508,0.0,1,1,1,M,0.0,Own,Parking Lot,Online,Large,blue,Monday,0
32,79,45546,18,51,0.0,8,43719.7150667495,28276.192960000004,0.0,10.726500038828679,0.0,0.0,0,0,1,M,1.0,Rent,Highway,Broker,Large,gray,Tuesday,0
36,71,110860,6,95,5854.41,1,15000.0,10715.25392,8.675121299199267,11.616032443319185,0.05280856207322683,0.0,1,0,1,F,0.0,Own,Parking Lot,Phone,Compact,white,Saturday,0
37,80,115440,4,100,0.0,1,49809.88315712224,12613.7305,0.0,11.656514855918896,0.0,0.0,0,1,1,M,0.0,Rent,Local,Broker,Compact,white,Thursday,1
37,90,49502,14,8,0.0,1,36352.57417206782,13980.75508,0.0,10.809788552780915,0.0,0.0,1,1,1,M,0.0,Own,Parking Lot,Broker,Large,gray,Saturday,0
46,34,67147,6,51,871.35,1,69764.51675741996,52422.017530000005,6.771190719525911,11.114654417442305,0.012976559242270804,0.0,1,0,0,F,1.0,Own,Parking Lot,Phone,Compact,black,Sunday,1
42,53,46611,0,100,0.0,1,89406.83553717907,19960.10006,0.0,10.749613297693154,0.0,0.0,1,1,0,M,1.0,Own,Parking Lot,Phone,Compact,black,Monday,0
46,65,100787,2,47,3509.08,1,15000.0,10414.11805,8.163394108222969,11.520774579913628,0.03481644640234949,0.0,1,1,1,M,1.0,Rent,Highway,Broker,Compact,silver,Monday,1
33,57,120912,0,86,0.0,1,19821.539951497627,6015.135752,0.0,11.702826557704004,0.0,0.0,1,1,0,M,0.0,Own,Parking Lot,Phone,Medium,white,Monday,0
37,72,35717,0,99,2543.83,12,41738.89391463428,20494.02321,7.841819129111125,10.483410042381445,0.07121983313735371,0.0,1,0,0,M,1.0,Own,Local,Broker,Compact,other,Sunday,0
62,68,95933,11,15,3522.1,7,21189.01487941696,25978.47765,8.167096562837628,11.471415734013476,0.03671378239206121,0.0,1,1,0,F,1.0,Own,Parking Lot,Broker,Compact,gray,Sunday,0
24,89,38377,5,1,0.0,1,15000.0,11016.44848,0.0,10.555239657729688,0.0,0.0,0,0,1,F,1.0,Rent,Local,Online,Compact,gray,Sunday,0
39,84,60483,15,59,925.89,1,33939.03988132524,13615.99527,6.831834896173249,11.01013414623256,0.015308015342900601,0.0,1,1,0,F,1.0,Rent,Local,Broker,Medium,other,Monday,1
27,84,75110,0,62,0.0,1,15000.0,27684.52222,0.0,11.226722298397847,0.0,0.0,1,1,1,F,1.0,Rent,Local,Online,Compact,blue,Sunday,0
71,83,72948,0,54,0.0,4,15000.0,26710.04315,0.0,11.197515845837785,0.0,0.0,1,1,0,M,1.0,Own,Highway,Phone,Medium,black,Monday,0
36,73,79449,0,72,0.0,1,47558.17448034685,14027.7067,0.0,11.282883171964862,0.0,0.0,1,0,1,M,1.0,Rent,Parking Lot,Phone,Compact,blue,Tuesday,0
38,70,117918,0,50,0.0,8,15000.0,5013.870183,0.0,11.677753227061562,0.0,0.0,0,1,1,M,1.0,Rent,Local,Broker,Compact,red,Wednesday,0
43,72,73368,0,9,0.0,2,62640.503948099664,24014.13624,0.0,11.203256782066294,0.0,0.0,1,0,1,M,1.0,Rent,Local,Broker,Large,other,Tuesday,0
40,64,70229,0,29,643.68,1,15000.0,20600.99202,6.468754069654517,11.159530849153066,0.009165313968389576,1.0,1,1,1,M,1.0,Rent,Parking Lot,Broker,Medium,silver,Sunday,0
52,94,108604,0,100,0.0,1,15000.0,14494.06583,0.0,11.595472725937794,0.0,0.0,1,0,1,F,0.0,Own,Local,Broker,Compact,black,Saturday,0
62,73,34165,7,49,0.0,8,15000.0,14052.77687,0.0,10.438986276507002,0.0,0.0,0,0,1,M,1.0,Own,Parking Lot,Online,Large,other,Friday,0
49,73,106550,0,73,4670.28,1,15000.0,15468.04988,8.44918840304292,11.576379022747856,0.04383140467944927,0.0,1,0,1,F,1.0,Own,Local,Broker,Compact,other,Tuesday,0
34,72,40432,0,54,0.0,11,15489.578452030306,18791.55062,0.0,10.607401562206967,0.0,0.0,0,0,0,M,1.0,Rent,Parking Lot,Broker,Medium,red,Monday,0
66,72,66486,1,19,1100.48,1,54981.91988856021,24417.43683,7.004410009019,11.10476171881173,0.01655180712018891,0.0,0,1,0,M,0.0,Own,Local,Broker,Compact,other,Friday,0
39,80,89919,0,70,0.0,10,15000.0,26587.86587,0.0,11.406675665127517,0.0,0.0,1,1,1,F,0.0,Rent,Parking Lot,Broker,Compact,blue,Monday,1
43,84,44819,6,50,0.0,1,15000.0,19554.70036,0.0,10.710409747354918,0.0,1.0,0,1,1,F,0.0,Own,Highway,Broker,Compact,blue,Saturday,0
48,51,74332,0,98,3160.95,1,70126.08990332515,18702.22611,8.05894420486767,11.21631027745916,0.04252418172278799,1.0,1,0,1,F,0.0,Own,Local,Phone,Medium,red,Saturday,0
35,77,78279,1,43,81.12,1,25922.74815065897,23583.08899,4.408181592150733,11.268047421510012,0.0010362800204394482,0.0,0,0,0,M,1.0,Own,Local,Broker,Large,black,Saturday,0
48,56,33512,4,47,8062.09,1,60599.02197580902,32550.260810000003,8.9950521367212,10.419688702238957,0.24056604899591205,1.0,0,1,1,M,1.0,Rent,Highway,Phone,Large,red,Thursday,1
43,78,116306,2,28,3228.36,3,15000.0,12081.12796,8.08003925416904,11.663988525861411,0.027757228713662978,1.0,1,0,0,F,1.0,Rent,Local,Broker,Large,white,Monday,0
36,80,70231,0,81,0.0,4,44973.63274310612,30780.29838,0.0,11.159559326606045,0.0,0.0,1,1,1,M,0.0,Rent,Parking Lot,Broker,Large,other,Monday,0
33,62,78505,0,59,0.0,8,80816.2168389364,8270.823766,0.0,11.270930333970657,0.0,0.0,1,1,1,F,1.0,Rent,Parking Lot,Broker,Compact,silver,Sunday,0
62,79,56215,1,96,817.51,1,39015.41339495424,40202.53778,6.70748561420754,10.936956692872034,0.014542301124235093,0.0,1,1,1,M,1.0,Rent,Local,Phone,Medium,black,Sunday,0
44,63,95114,8,100,436.11,1,25051.61129545193,7600.776666,6.08018487966751,11.46284196480224,0.004585081217473585,0.0,1,1,1,F,0.0,Rent,Local,Broker,Large,gray,Wednesday,0
42,68,95844,4,77,0.0,1,15000.0,28271.74319,0.0,11.470487582272261,0.0,0.0,1,0,1,F,1.0,Own,Parking Lot,Phone,Large,black,Wednesday,0
45,90,61456,27,59,0.0,4,15000.0,30868.51481,0.0,11.02609302225752,0.0,0.0,1,1,1,F,1.0,Rent,Local,Broker,Compact,white,Wednesday,1
48,70,42988,0,30,0.0,1,15000.0,28967.23817,0.0,10.66869954799624,0.0,0.0,1,0,1,M,1.0,Own,Parking Lot,Broker,Large,silver,Wednesday,0
45,97,112203,0,70,0.0,4,29501.420525448502,20648.786180000003,0.0,11.628073922059151,0.0,0.0,1,0,1,M,1.0,Own,Local,Broker,Large,other,Sunday,0
35,84,103133,8,1,3024.64,1,15228.524865225674,16523.98471,8.014877918335047,11.543784392556212,0.029327282952275678,0.0,0,0,1,M,1.0,Rent,Local,Broker,Large,silver,Saturday,1
30,67,72995,0,4,0.0,1,28151.0855133341,29884.67145,0.0,11.198159924108706,0.0,0.0,1,0,0,M,1.0,Rent,Parking Lot,Broker,Large,other,Monday,0
56,81,113368,0,28,0.0,1,113495.05676882189,17874.2871,0.0,11.638403264297079,0.0,1.0,0,1,0,M,1.0,Own,Highway,Phone,Medium,red,Friday,1
54,67,104417,11,70,11193.02,1,15000.0,23124.3461,9.32313498612114,11.556157353362229,0.10719435346396215,0.0,0,0,1,F,1.0,Rent,Highway,Broker,Medium,red,Wednesday,0
45,88,84315,6,50,0.0,1,22919.61831064618,26384.16262,0.0,11.342326924319785,0.0,0.0,0,1,0,F,1.0,Rent,Parking Lot,Broker,Large,red,Saturday,1
